,subject_id,ts,Var4_a,Var4_b,Var4_c,Var0,Var1,Var2,Var3,label,Var4_a_shap,Var4_b_shap,Var4_c_shap,Var0_shap,Var1_shap,Var2_shap,Var3_shap
0,4.0,0.0,0.0,1.0,0.0,1.6602874170203494,0.5389951152522018,0.882218205082975,0.8102267742304927,0.0,0.0,-0.025617178281148234,0.0,-0.05837429786721868,-0.03915062646071116,-0.04681206593910853,-0.04206882144014043
1,4.0,1.0,0.0,1.0,0.0,1.9715913077116651,0.4121727351928602,1.160813427740757,0.8102267742304927,0.0,0.0,-0.03778509969512617,0.0,-0.07625171405573689,-0.05894518382847311,-0.06552407940228783,-0.06052377993861832
2,4.0,2.0,0.0,1.0,0.0,1.6602874170203494,0.47558392522253096,1.160813427740757,0.8102267742304927,0.0,0.0,-0.0435548217346271,0.0,-0.07743733848134679,-0.059894791866342195,-0.0674899317324161,-0.0612821576495966
3,4.0,5.0,0.0,1.0,0.0,1.0376796356377183,0.5389951152522018,-0.6500555195348249,0.8102267742304927,0.0,0.0,-0.06886355504393576,0.0,-0.07461996177832286,-0.04978605409463244,-0.05154142578442891,-0.06108112807075183
4,4.0,6.0,0.0,1.0,0.0,0.7263757449464027,0.22193916510384779,-0.5107579082059339,-0.21321757216591875,0.0,0.0,-0.08129223361611373,0.0,-0.06424524560570716,-0.04659973382949828,-0.04389285221695893,-0.06218331232666974
5,4.0,12.0,0.0,1.0,1.0,0.10376796356377149,-0.0951167850445062,-1.2072459648503884,-0.21321757216591875,0.0,0.0,-0.09788929075002684,-0.05673408160607019,-0.0298375094930331,-0.02934363236029941,-0.016171588003635357,-0.03575559010108307
6,4.0,14.0,1.0,1.0,1.0,-0.5188398178188597,0.0317055950148354,-1.0679483535214975,-1.2366619185623302,0.0,-0.04744627262864788,-0.01488796160334634,-0.022322869158926464,0.008579959613936282,0.002705308936891068,0.00436552479153586,-0.01073731368496305
7,4.0,15.0,1.0,0.0,0.0,-0.2075359271275441,-0.2853503551335186,-1.4858411875081703,-2.2601062649587416,1.0,0.004217140873273184,0.0,0.0,0.07516079197327286,0.06970457285642634,0.07846677352984749,0.05800414631764095
8,4.0,16.0,1.0,0.0,0.0,-0.8301437085101753,-0.7292286853412142,-1.903734021494843,-2.2601062649587416,1.0,0.021101370453834534,0.0,0.0,0.10326128453016281,0.08635210245847699,0.09833205491304398,0.08378937095403671
9,0.0,0.0,0.0,0.0,0.0,0.10376796356377149,0.15852797507417699,0.46432537109630234,0.8102267742304927,0.0,0.0,0.0,0.0,-0.016510754823684685,-0.016349544127782188,-0.02473686138788858,0.009049266576766954
10,0.0,1.0,0.0,1.0,0.0,0.10376796356377149,0.15852797507417699,0.46432537109630234,0.8102267742304927,0.0,0.0,-0.048156540095806145,0.0,-0.02519826764861744,-0.018797345956166583,-0.03139068235953649,-0.015764722476402898
11,0.0,2.0,0.0,1.0,0.0,0.4150718542550871,-0.7292286853412142,0.882218205082975,0.8102267742304927,0.0,0.0,-0.048752956340710335,0.0,-0.035619281480709766,-0.05524443984031671,-0.05862997000416123,-0.03260162000854805
12,0.0,3.0,1.0,1.0,0.0,-0.2075359271275441,0.5389951152522018,0.6036229824251932,0.8102267742304927,0.0,-0.0397855413456758,-0.0678024676938852,0.0,-0.03672890787323318,-0.012692146748304323,-0.039218647529681516,-0.02492249334851898
13,0.0,4.0,1.0,1.0,0.0,-0.8301437085101753,0.4121727351928602,-0.23216268554815217,-0.21321757216591875,1.0,-0.06082847019036612,-0.05756746629873913,0.0,-0.004733246564865096,-0.006277849276860564,-0.01647028128306071,-0.027442488074302638
14,0.0,5.0,1.0,1.0,1.0,-0.5188398178188597,0.9828734454598973,-0.3714602968770431,-0.21321757216591875,1.0,-0.03339105361983887,-0.015340049210048853,-0.017378929399308705,0.016194519258680824,0.03589186554863334,0.019005233900887628,0.006496837593260264
15,1.0,0.0,1.0,0.0,0.0,0.7263757449464027,1.1731070155489098,1.3001110390696478,0.8102267742304927,0.0,-0.036123035103082624,0.0,0.0,-0.04882834255695344,0.006314990172783488,-0.028319085886081063,-0.0017801476021607476
16,1.0,1.0,0.0,0.0,1.0,-1.141447599201491,0.0951167850445062,0.46432537109630234,0.8102267742304927,0.0,0.0,0.0,-0.07609406610329938,0.00987555086612699,0.0039910425742467025,0.0032377541065216064,0.01207329332828519
17,1.0,2.0,1.0,0.0,1.0,-1.141447599201491,1.5535741557269345,-1.0679483535214975,0.8102267742304927,1.0,0.003891834616660983,0.0,0.03512231608231864,0.06435990830262503,0.07604049543539687,0.06512509683767952,0.05360501706600191
18,1.0,3.0,0.0,0.0,1.0,-1.4527514898928064,1.046284635489568,-1.6251387988370611,-1.2366619185623302,1.0,0.0,0.0,0.0025225937366484263,0.09753892421722415,0.10377406676610318,0.09798147380352024,0.08564511040846506
19,2.0,0.0,0.0,0.0,1.0,-0.8301437085101753,-1.99745248593463,0.46432537109630234,0.8102267742304927,0.0,0.0,0.0,-0.05668230156103764,0.0458153853813807,-0.011096927523612993,0.011022048195203148,0.04153712789217628
20,2.0,1.0,1.0,0.0,1.0,-0.8301437085101753,-1.743807725815947,0.18573014843852054,-0.21321757216591875,1.0,0.014116660753885957,0.0,0.04623606403668731,0.07994532088438669,0.036237823963165244,0.05942994356155388,0.06531739731629685
21,2.0,2.0,1.0,0.0,0.0,-1.141447599201491,-2.377919626112655,0.46432537109630234,-1.2366619185623302,1.0,0.0325693170229594,0.0,0.0,0.12082785914341607,0.05684258590141936,0.08613012780745827,0.09077631483475362
22,3.0,0.0,0.0,1.0,0.0,1.348983526329034,-1.1096958255192388,1.5787062617274294,-0.21321757216591875,0.0,0.0,-0.025793957089384367,0.0,-0.04598350500067076,-0.050424837072690326,-0.05578154996037488,-0.032808051630854596
23,3.0,1.0,0.0,1.0,0.0,-0.2075359271275441,0.7292286853412142,0.04643253710962964,-0.21321757216591875,1.0,0.0,-0.07349135130643841,0.0,-0.0393969506025314,0.0013235842188198954,-0.01686542878548307,-0.037476446727911644
